dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration
ravdess,03-01-08-01-02-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-02-01-05.wav,05,08,Surprise,16000,1.28
ravdess,03-01-08-01-02-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-02-02-05.wav,05,08,Surprise,16000,1.888
ravdess,03-01-08-02-01-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-01-01-05.wav,05,08,Surprise,16000,2.272
ravdess,03-01-08-02-01-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-01-02-05.wav,05,08,Surprise,16000,2.304
ravdess,03-01-08-02-02-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-02-01-05.wav,05,08,Surprise,16000,1.728
ravdess,03-01-08-02-02-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-02-02-05.wav,05,08,Surprise,16000,1.952
ravdess,03-01-01-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-01-01-08.wav,08,01,Neutral,16000,1.6
ravdess,03-01-01-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-01-02-08.wav,08,01,Neutral,16000,1.76
ravdess,03-01-01-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-02-01-08.wav,08,01,Neutral,16000,1.664
ravdess,03-01-01-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-02-02-08.wav,08,01,Neutral,16000,1.568
ravdess,03-01-03-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-01-01-08.wav,08,03,Happy,16000,1.632
ravdess,03-01-03-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-01-02-08.wav,08,03,Happy,16000,1.6
ravdess,03-01-03-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-02-01-08.wav,08,03,Happy,16000,1.568
ravdess,03-01-03-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-02-02-08.wav,08,03,Happy,16000,1.536
ravdess,03-01-03-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-01-01-08.wav,08,03,Happy,16000,1.824
ravdess,03-01-03-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-01-02-08.wav,08,03,Happy,16000,1.92
ravdess,03-01-03-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-02-01-08.wav,08,03,Happy,16000,1.92
ravdess,03-01-03-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-02-02-08.wav,08,03,Happy,16000,2.528
ravdess,03-01-04-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-01-01-08.wav,08,04,Sad,16000,2.176
ravdess,03-01-04-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-01-02-08.wav,08,04,Sad,16000,1.856
ravdess,03-01-04-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-02-01-08.wav,08,04,Sad,16000,1.568
ravdess,03-01-04-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-02-02-08.wav,08,04,Sad,16000,2.304
ravdess,03-01-04-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-01-01-08.wav,08,04,Sad,16000,1.568
ravdess,03-01-04-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-01-02-08.wav,08,04,Sad,16000,2.88
ravdess,03-01-04-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-02-01-08.wav,08,04,Sad,16000,1.6
ravdess,03-01-04-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-02-02-08.wav,08,04,Sad,16000,2.74375
ravdess,03-01-05-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-01-01-08.wav,08,05,Angry,16000,1.632
ravdess,03-01-05-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-01-02-08.wav,08,05,Angry,16000,2.624
ravdess,03-01-05-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-02-01-08.wav,08,05,Angry,16000,1.44
ravdess,03-01-05-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-02-02-08.wav,08,05,Angry,16000,1.536
ravdess,03-01-05-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-01-01-08.wav,08,05,Angry,16000,2.656
ravdess,03-01-05-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-01-02-08.wav,08,05,Angry,16000,1.696
ravdess,03-01-05-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-02-01-08.wav,08,05,Angry,16000,1.568
ravdess,03-01-05-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-02-02-08.wav,08,05,Angry,16000,1.632
ravdess,03-01-06-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-01-01-08.wav,08,06,Fear,16000,2.144
ravdess,03-01-06-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-01-02-08.wav,08,06,Fear,16000,2.4
ravdess,03-01-06-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-02-01-08.wav,08,06,Fear,16000,1.696
ravdess,03-01-06-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-02-02-08.wav,08,06,Fear,16000,1.664
ravdess,03-01-06-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-01-01-08.wav,08,06,Fear,16000,1.6
ravdess,03-01-06-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-01-02-08.wav,08,06,Fear,16000,1.568
ravdess,03-01-06-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-02-01-08.wav,08,06,Fear,16000,1.664
ravdess,03-01-06-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-02-02-08.wav,08,06,Fear,16000,2.9453125
ravdess,03-01-07-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-01-01-08.wav,08,07,Disgust,16000,1.984
ravdess,03-01-07-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-01-02-08.wav,08,07,Disgust,16000,2.368
ravdess,03-01-07-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-02-01-08.wav,08,07,Disgust,16000,1.952
ravdess,03-01-07-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-02-02-08.wav,08,07,Disgust,16000,1.792
ravdess,03-01-07-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-02-01-01-08.wav,08,07,Disgust,16000,2.08
ravdess,03-01-07-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-02-01-02-08.wav,08,07,Disgust,16000,2.624
ravdess,03-01-07-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-02-02-01-08.wav,08,07,Disgust,16000,1.728
ravdess,03-01-07-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-02-02-02-08.wav,08,07,Disgust,16000,1.888
ravdess,03-01-08-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-01-01-01-08.wav,08,08,Surprise,16000,1.664
ravdess,03-01-08-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-01-01-02-08.wav,08,08,Surprise,16000,1.824
ravdess,03-01-08-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-01-02-01-08.wav,08,08,Surprise,16000,1.664
ravdess,03-01-08-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-01-02-02-08.wav,08,08,Surprise,16000,1.632
ravdess,03-01-08-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-02-01-01-08.wav,08,08,Surprise,16000,2.8771875
ravdess,03-01-08-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-02-01-02-08.wav,08,08,Surprise,16000,1.6
ravdess,03-01-08-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-02-02-01-08.wav,08,08,Surprise,16000,1.632
ravdess,03-01-08-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-08-02-02-02-08.wav,08,08,Surprise,16000,1.76
ravdess,03-01-01-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-01-01-01-01-09.wav,09,01,Neutral,16000,2.432
ravdess,03-01-01-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-01-01-01-02-09.wav,09,01,Neutral,16000,1.472
ravdess,03-01-01-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-01-01-02-01-09.wav,09,01,Neutral,16000,1.504
ravdess,03-01-01-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-01-01-02-02-09.wav,09,01,Neutral,16000,1.44
ravdess,03-01-03-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-01-01-01-09.wav,09,03,Happy,16000,2.336
ravdess,03-01-03-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-01-01-02-09.wav,09,03,Happy,16000,1.696
ravdess,03-01-03-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-01-02-01-09.wav,09,03,Happy,16000,1.504
ravdess,03-01-03-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-01-02-02-09.wav,09,03,Happy,16000,1.6
ravdess,03-01-03-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-02-01-01-09.wav,09,03,Happy,16000,1.952
ravdess,03-01-03-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-02-01-02-09.wav,09,03,Happy,16000,3.2
ravdess,03-01-03-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-02-02-01-09.wav,09,03,Happy,16000,1.664
ravdess,03-01-03-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-03-02-02-02-09.wav,09,03,Happy,16000,1.664
ravdess,03-01-04-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-01-01-01-09.wav,09,04,Sad,16000,2.176
ravdess,03-01-04-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-01-01-02-09.wav,09,04,Sad,16000,1.376
ravdess,03-01-04-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-01-02-01-09.wav,09,04,Sad,16000,1.472
ravdess,03-01-04-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-01-02-02-09.wav,09,04,Sad,16000,1.728
ravdess,03-01-04-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-02-01-01-09.wav,09,04,Sad,16000,2.656
ravdess,03-01-04-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-02-01-02-09.wav,09,04,Sad,16000,2.72
ravdess,03-01-04-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-02-02-01-09.wav,09,04,Sad,16000,2.272
ravdess,03-01-04-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-04-02-02-02-09.wav,09,04,Sad,16000,2.272
ravdess,03-01-05-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-01-01-01-09.wav,09,05,Angry,16000,1.856
ravdess,03-01-05-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-01-01-02-09.wav,09,05,Angry,16000,1.728
ravdess,03-01-05-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-01-02-01-09.wav,09,05,Angry,16000,1.856
ravdess,03-01-05-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-01-02-02-09.wav,09,05,Angry,16000,1.696
ravdess,03-01-05-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-02-01-01-09.wav,09,05,Angry,16000,1.952
ravdess,03-01-05-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-02-01-02-09.wav,09,05,Angry,16000,1.888
ravdess,03-01-05-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-02-02-01-09.wav,09,05,Angry,16000,2.464
ravdess,03-01-05-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-05-02-02-02-09.wav,09,05,Angry,16000,2.08
ravdess,03-01-06-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-01-01-01-09.wav,09,06,Fear,16000,1.408
ravdess,03-01-06-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-01-01-02-09.wav,09,06,Fear,16000,1.44
ravdess,03-01-06-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-01-02-01-09.wav,09,06,Fear,16000,2.336
ravdess,03-01-06-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-01-02-02-09.wav,09,06,Fear,16000,1.344
ravdess,03-01-06-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-02-01-01-09.wav,09,06,Fear,16000,2.528
ravdess,03-01-06-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-02-01-02-09.wav,09,06,Fear,16000,1.44
ravdess,03-01-06-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-02-02-01-09.wav,09,06,Fear,16000,1.376
ravdess,03-01-06-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-06-02-02-02-09.wav,09,06,Fear,16000,1.376
ravdess,03-01-07-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-01-01-01-09.wav,09,07,Disgust,16000,1.952
ravdess,03-01-07-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-01-01-02-09.wav,09,07,Disgust,16000,1.664
ravdess,03-01-07-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-01-02-01-09.wav,09,07,Disgust,16000,1.632
ravdess,03-01-07-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-01-02-02-09.wav,09,07,Disgust,16000,2.016
ravdess,03-01-07-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-02-01-01-09.wav,09,07,Disgust,16000,1.856
ravdess,03-01-07-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-02-01-02-09.wav,09,07,Disgust,16000,2.304
ravdess,03-01-07-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-02-02-01-09.wav,09,07,Disgust,16000,2.304
ravdess,03-01-07-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-07-02-02-02-09.wav,09,07,Disgust,16000,2.688
ravdess,03-01-08-01-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-01-01-01-09.wav,09,08,Surprise,16000,1.952
ravdess,03-01-08-01-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-01-01-02-09.wav,09,08,Surprise,16000,1.504
ravdess,03-01-08-01-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-01-02-01-09.wav,09,08,Surprise,16000,2.336
ravdess,03-01-08-01-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-01-02-02-09.wav,09,08,Surprise,16000,1.568
ravdess,03-01-08-02-01-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-02-01-01-09.wav,09,08,Surprise,16000,1.44
ravdess,03-01-08-02-01-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-02-01-02-09.wav,09,08,Surprise,16000,2.336
ravdess,03-01-08-02-02-01-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-02-02-01-09.wav,09,08,Surprise,16000,1.504
ravdess,03-01-08-02-02-02-09.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_09/03-01-08-02-02-02-09.wav,09,08,Surprise,16000,1.6
ravdess,03-01-01-01-01-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-01-01-20.wav,20,01,Neutral,16000,1.6
ravdess,03-01-01-01-01-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-01-02-20.wav,20,01,Neutral,16000,1.696
ravdess,03-01-01-01-02-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-02-01-20.wav,20,01,Neutral,16000,1.536
ravdess,03-01-01-01-02-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-02-02-20.wav,20,01,Neutral,16000,1.632
ravdess,03-01-03-01-01-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-01-01-20.wav,20,03,Happy,16000,1.6
ravdess,03-01-03-01-01-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-01-02-20.wav,20,03,Happy,16000,1.76
ravdess,03-01-03-01-02-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-02-01-20.wav,20,03,Happy,16000,1.696
ravdess,03-01-03-01-02-02-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-02-02-20.wav,20,03,Happy,16000,1.472
ravdess,03-01-03-02-01-01-20.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-02-01-01-20.wav,20,03,Happy,16000,1.76
